Citation,PR_ID,Year,ST_OB,ES_ID,CHT_ID,Ecosystem_type,Longitude,Latitude,Study_design,Continent,Region,Country,Climat_type,Source,Variable,Impact_type,Level_ecological_organization,nT,mT,sdT,nC,mC,sdC,num.shared.control,N.control.sc
Virkki et al. 2012. Journal of Herpetology 46(2): 177-185,PUB12,2012,2,ES173,PUB12_1,Forest,152.7425,-29.682222,Observational,Australasia,Curramore Sanctuary,Australia,,Figure 2b,Reptile species abundance,Animal abundance,Community,12,5.23,3.360178567,12,1.97,2.286307066,1,12
Virkki et al. 2012. Journal of Herpetology 46(2): 177-185,PUB12,2012,3,ES174,PUB12_1,Forest,152.7425,-29.682222,Observational,Australasia,Curramore Sanctuary,Australia,,Table 2,Clay (% in soil),Soil texture,Ecosystem,18,29.9,9.9,18,37.4,3,1,18
Virkki et al. 2012. Journal of Herpetology 46(2): 177-185,PUB12,2012,4,ES175,PUB12_1,Forest,152.7425,-29.682222,Observational,Australasia,Curramore Sanctuary,Australia,,Table 2,Light above shrubs (lux),Light availibility,Ecosystem,18,11116,6811,18,495,524,1,18
Virkki et al. 2012. Journal of Herpetology 46(2): 177-185,PUB12,2012,5,ES176,PUB12_1,Forest,152.7425,-29.682222,Observational,Australasia,Curramore Sanctuary,Australia,,Table 2,Light below shrubs (lux),Light availibility,Ecosystem,18,2211,4034,18,669.6,1088,1,18
Virkki et al. 2012. Journal of Herpetology 46(2): 177-185,PUB12,2012,6,ES177,PUB12_1,Forest,152.7425,-29.682222,Observational,Australasia,Curramore Sanctuary,Australia,,Table 2,Ground veg. cover (%),Plant abundance,Community,180,1.6,1.2,180,11.8,7.9,1,180
Virkki et al. 2012. Journal of Herpetology 46(2): 177-185,PUB12,2012,7,ES178,PUB12_1,Forest,152.7425,-29.682222,Observational,Australasia,Curramore Sanctuary,Australia,,Table 2,Palm frond litter cover (%),Litter decomposition,Ecosystem,180,0.9,1.4,180,2.6,3.7,1,180
Virkki et al. 2012. Journal of Herpetology 46(2): 177-185,PUB12,2012,8,ES179,PUB12_1,Forest,152.7425,-29.682222,Observational,Australasia,Curramore Sanctuary,Australia,,Table 2,Shrub cover (%),Plant abundance,Community,180,2.6,1.1,180,3.6,4.6,1,180
Virkki et al. 2012. Journal of Herpetology 46(2): 177-185,PUB12,2012,9,ES180,PUB12_1,Forest,152.7425,-29.682222,Observational,Australasia,Curramore Sanctuary,Australia,,Table 2,Silt (% in soil),Soil texture,Ecosystem,18,1.4,3.4,18,9,1.7,1,18
Virkki et al. 2012. Journal of Herpetology 46(2): 177-185,PUB12,2012,10,ES181,PUB12_1,Forest,152.7425,-29.682222,Observational,Australasia,Curramore Sanctuary,Australia,,Table 2,Surface litter cover (%),Litter decomposition,Ecosystem,180,86.4,13.2,180,86.3,20.1,1,180
Muvengwi and Ndagurwa. South African Journal of Botany 100: 190-194,PUB13,2015,1,ES182,PUB13_1,Wetland,31.1475,-17.89,Observational,Africa,NewGada wetland,Zimbabwe,,Table 1,pH,pH,Ecosystem,15,6.1,0.387298335,3,7,0.155884573,1,3
Muvengwi and Ndagurwa. South African Journal of Botany 100: 190-194,PUB13,2015,2,ES183,PUB13_1,Wetland,31.1475,-17.89,Observational,Africa,NewGada wetland,Zimbabwe,,Table 1,K (me %),Macronutrients,Ecosystem,15,0.4,0.309838668,3,0.4,0.121243557,1,3
Muvengwi and Ndagurwa. South African Journal of Botany 100: 190-194,PUB13,2015,3,ES184,PUB13_1,Wetland,31.1475,-17.89,Observational,Africa,NewGada wetland,Zimbabwe,,Table 1,Ca (me %),Macronutrients,Ecosystem,15,11.9,8.133265027,3,1.4,0.346410162,1,3
Muvengwi and Ndagurwa. South African Journal of Botany 100: 190-194,PUB13,2015,4,ES185,PUB13_1,Wetland,31.1475,-17.89,Observational,Africa,NewGada wetland,Zimbabwe,,Table 1,Mg (me %),Macronutrients,Ecosystem,15,0.4,0.271108834,3,1.9,0.519615242,1,3
Muvengwi and Ndagurwa. South African Journal of Botany 100: 190-194,PUB13,2015,5,ES186,PUB13_1,Wetland,31.1475,-17.89,Observational,Africa,NewGada wetland,Zimbabwe,,Table 1,Na (me %),Salinity,Ecosystem,15,0.2,0.077459667,3,0.08,0.012124356,1,3
Muvengwi and Ndagurwa. South African Journal of Botany 100: 190-194,PUB13,2015,6,ES187,PUB13_1,Wetland,31.1475,-17.89,Observational,Africa,NewGada wetland,Zimbabwe,,Table 1,P (mg/kg),P pools,Ecosystem,15,6.4,2.323790008,3,10.3,0.866025404,1,3
Muvengwi and Ndagurwa. South African Journal of Botany 100: 190-194,PUB13,2015,7,ES188,PUB13_1,Wetland,31.1475,-17.89,Observational,Africa,NewGada wetland,Zimbabwe,,Table 1,NH4 + (ppm),N pools,Ecosystem,15,11.6,2.711088342,3,8.2,1.039230485,1,3
Muvengwi and Ndagurwa. South African Journal of Botany 100: 190-194,PUB13,2015,8,ES189,PUB13_1,Wetland,31.1475,-17.89,Observational,Africa,NewGada wetland,Zimbabwe,,Table 1,NO3 ? (ppm),N pools,Ecosystem,15,11.9,3.872983346,3,43.9,1.212435565,1,3
Fan et al. 2010. Geoderma 154: 370–378,PUB14,2010,1,ES190,PUB14_1,Riparian,113.15,23.16666667,Observational,Asia-Temperate,"Dayan River, Qingyuan, Guangdong Province, Southern China",China,Sub tropical,Table 1,Ph,pH,Ecosystem,4,5.67,0.06,4,4.99,0.08,1,4
Fan et al. 2010. Geoderma 154: 370–378,PUB14,2010,2,ES191,PUB14_1,Riparian,113.15,23.16666667,Observational,Asia-Temperate,"Dayan River, Qingyuan, Guangdong Province, Southern China",China,Sub tropical,Table 1,Soil organic matter,Soil OM,Ecosystem,4,3.12,0.04,4,2.72,0.08,1,4
Fan et al. 2010. Geoderma 154: 370–378,PUB14,2010,3,ES192,PUB14_1,Riparian,113.15,23.16666667,Observational,Asia-Temperate,"Dayan River, Qingyuan, Guangdong Province, Southern China",China,Sub tropical,Table 1,Soil Total Phosphorous,P pools,Ecosystem,4,0.5,0,4,0.43,0.02,1,4
Fan et al. 2010. Geoderma 154: 370–378,PUB14,2010,4,ES193,PUB14_1,Riparian,113.15,23.16666667,Observational,Asia-Temperate,"Dayan River, Qingyuan, Guangdong Province, Southern China",China,Sub tropical,Table 1,Available Phosphorous,P pools,Ecosystem,4,5.03,0.16,4,3.28,0.8,1,4
Fan et al. 2010. Geoderma 154: 370–378,PUB14,2010,5,ES194,PUB14_1,Riparian,113.15,23.16666667,Observational,Asia-Temperate,"Dayan River, Qingyuan, Guangdong Province, Southern China",China,Sub tropical,Table 1,Soil Total Nitrogen,N pools,Ecosystem,4,1.12,0.06,4,0.94,0.12,1,4
Fan et al. 2010. Geoderma 154: 370–378,PUB14,2010,6,ES195,PUB14_1,Riparian,113.15,23.16666667,Observational,Asia-Temperate,"Dayan River, Qingyuan, Guangdong Province, Southern China",China,Sub tropical,Table 1,Available Nitrogen,N pools,Ecosystem,4,62.55,14.7,4,23.9,3.5,1,4
Fan et al. 2010. Geoderma 154: 370–378,PUB14,2010,7,ES196,PUB14_1,Unknown,113.15,23.16666667,Experimental ,Asia-Temperate,"Dayan River, Qingyuan, Guangdong Province, Southern China",China,Sub tropical,Table 2,Biomass of Lolium multiflorum,Plant growth,Species,4,7.08,2.6,4,3.35,1.74,1,4
Fan et al. 2010. Geoderma 154: 370–378,PUB14,2010,8,ES197,PUB14_1,Unknown,113.15,23.16666667,Experimental ,Asia-Temperate,"Dayan River, Qingyuan, Guangdong Province, Southern China",China,Sub tropical,Table 2,Biomass of Vigna radiata,Plant growth,Species,4,4.17,0.2,4,4.24,0.2,1,4
Fan et al. 2010. Geoderma 154: 370–378,PUB14,2010,9,ES198,PUB14_1,Unknown,113.15,23.16666667,Experimental ,Asia-Temperate,"Dayan River, Qingyuan, Guangdong Province, Southern China",China,Sub tropical,Table 2,Biomass of Raphanus sativus,Plant growth,Species,4,10.67,1.44,4,8.51,0.48,1,4
Fan et al. 2010. Geoderma 154: 370–378,PUB14,2010,10,ES199,PUB14_1,Riparian,113.15,23.16666667,Observational,Asia-Temperate,"Dayan River, Qingyuan, Guangdong Province, Southern China",China,Sub tropical,Table 3,Microbial biomass Carbon,C pools,Ecosystem,4,377.66,22.46,4,406.38,95.38,1,4
Fan et al. 2010. Geoderma 154: 370–378,PUB14,2010,11,ES200,PUB14_1,Riparian,113.15,23.16666667,Observational,Asia-Temperate,"Dayan River, Qingyuan, Guangdong Province, Southern China",China,Sub tropical,Table 3,Microbial biomass Nitrogen,N pools,Ecosystem,4,46.3,3.02,4,38.04,5.54,1,4
Fan et al. 2010. Geoderma 154: 370–378,PUB14,2010,12,ES201,PUB14_1,Riparian,113.15,23.16666667,Observational,Asia-Temperate,"Dayan River, Qingyuan, Guangdong Province, Southern China",China,Sub tropical,Table 3,Microbial biomass Phosphorous,P pools,Ecosystem,4,37.28,8.06,4,15.4,2.38,1,4
Fan et al. 2010. Geoderma 154: 370–378,PUB14,2010,13,ES202,PUB14_1,Riparian,113.15,23.16666667,Observational,Asia-Temperate,"Dayan River, Qingyuan, Guangdong Province, Southern China",China,Sub tropical,Table 3,Ratio of microbial biomass Carbon to organic Carbon,C pools,Ecosystem,4,9.63,1.4,4,7.23,0.92,1,4
